date,ticker,label,score,close,vix_high_stress,sector_above_sma200,dca_action,dca_multiplier,sma_200,atr_14,sma200_slope_20,consec_below_lower_band,fwd_10,fwd_30,fwd_60
2016-05-25,AAPL,Strong Sell,-1.0,93.6811204944,False,True,regular,1.0,99.483822611325,1.7047830600285718,-2.5041389890365053,28.0,0.0003011443485209737,-0.02951214615612198,0.10368189144237029
2016-05-26,AAPL,Strong Sell,-1.0,94.424024381,False,True,regular,1.0,99.430662448193,1.737696523364286,-2.4217105325570003,29.0,-0.015735484512974966,-0.03415994422865375,0.08648753767842225
2016-05-27,AAPL,Strong Sell,-1.0,94.367601301,False,True,regular,1.0,99.36912042079452,1.7407191883571431,-2.3369947679884717,30.0,-0.029995017438998888,-0.02919780767248131,0.09054353966300795
2016-05-31,AAPL,Strong Sell,-1.0,93.9068128144,False,True,regular,1.0,99.3056910094765,1.7487796283571433,-2.2459121792060017,31.0,-0.024033647105675366,-0.029941918686530428,0.0876389881505807
2016-06-01,AAPL,Strong Sell,-1.0,92.590274281,False,True,regular,1.0,99.2319298788735,1.7769911683571442,-2.167243819873505,32.0,-0.013406459475784649,0.0033516148689460854,0.09840699506891652
2016-06-02,AAPL,Strong Sell,-1.0,91.8943896277,False,True,regular,1.0,99.1491352114955,1.67757907502143,-2.08169371526499,33.0,-0.0017396643467318539,0.010847318870482268,0.10024315225902836
2016-06-03,AAPL,Strong Sell,-1.0,92.082466561,False,True,regular,1.0,99.0703356912135,1.6204842916857163,-1.99645464351849,34.0,-0.026450163398767608,0.019505718954760456,0.09676383541048396
2016-06-06,AAPL,Strong Sell,-1.0,92.7501396744,False,True,regular,1.0,99.0017708941045,1.6520543483428582,-1.9240159705125137,35.0,-0.035790327486873136,0.012572239682802905,0.08050998595704592
2016-06-07,AAPL,Strong Sell,-1.0,93.126293541,False,True,regular,1.0,98.94600995622801,1.6218276983357154,-1.8393790299279829,36.0,-0.0315056043619761,0.009391093607896736,0.07716084329219446
2016-06-08,AAPL,Strong Sell,-1.0,93.041658921,False,True,regular,1.0,98.92171571364452,1.5654046183357155,-1.7292786329749816,37.0,-0.03426318981163907,0.004952496462807525,0.08454245206095096
2016-06-09,AAPL,Strong Sell,-1.0,93.7093320344,False,True,regular,1.0,98.91297888634601,1.5963029716714285,-1.607313247924992,38.0,-0.03562468640235869,-0.009934771700840273,0.08690430675688182
2016-06-10,AAPL,Strong Sell,-1.0,92.9382166077,False,True,regular,1.0,98.89751685660148,1.5922727516714292,-1.4790592453135076,39.0,-0.05494283112461767,-0.015076393808097957,0.09561724829959507
2016-06-13,AAPL,Strong Sell,-1.0,91.5370434543,False,True,regular,1.0,98.84750981494498,1.5956312683428584,-1.3879935714465148,40.0,-0.05444832545622128,-0.006883090198500432,0.11920491128105595
2016-06-14,AAPL,Strong Sell,-1.0,91.6498896144,False,True,regular,1.0,98.78311718189599,1.5999973400071446,-1.329968673916511,41.0,-0.039708598399972206,0.056330802379808156,0.08852981339461621
2016-06-15,AAPL,Strong Sell,-1.0,91.348966521,False,True,regular,1.0,98.71550741504849,1.5690989866714307,-1.2782573102820152,42.0,-0.0282067119621726,0.0741198270540203,0.067379534132825
2016-06-16,AAPL,Strong Sell,-1.0,91.7345242344,False,True,regular,1.0,98.6522785035675,1.5415591500000017,-1.240373933887497,43.0,-0.019989748847602823,0.06827268067578232,0.0867010240547744
2016-06-17,AAPL,Strong Sell,-1.0,89.6468702743,False,True,regular,1.0,98.6019385990205,1.6104087416785728,-1.2054178027844955,44.0,0.005874331271004394,0.11245148431790825,0.13847895352860864
2016-06-20,AAPL,Strong Sell,-1.0,89.430581801,False,True,regular,1.0,98.5291339151005,1.6077219283428588,-1.1942206239295103,45.0,-0.0011566771815280379,0.0986330178755626,0.18161688089027256
2016-06-21,AAPL,Strong Sell,-1.0,90.192293381,False,True,regular,1.0,98.4692557920895,1.6173944563428588,-1.1746343071474996,46.0,-0.003962047752688217,0.10301324158098474,0.2114714255676966
2016-06-22,AAPL,Strong Sell,-1.0,89.853754901,False,True,regular,1.0,98.41277624739449,1.5979150596714302,-1.1567561524590104,47.0,0.004081632653015774,0.11397174254301558,0.2091964924249459
2016-06-23,AAPL,Strong Sell,-1.0,90.3709664677,False,True,regular,1.0,98.3448123396455,1.6126925330000006,-1.1390102716794956,48.0,0.006035379811888373,0.12443983535817786,0.18825713155873688
2016-06-24,AAPL,Strong Sell,-1.0,87.8319278676,True,True,regular,1.0,98.274150643211,1.5529109363428577,-1.156511804982003,49.0,0.038329764453933574,0.166525266634793,0.22249953429644556
2016-06-27,AAPL,Strong Sell,-1.0,86.55300472100001,False,False,pause,0.0,98.1858935354685,1.597243356342857,-1.1832268853260217,50.0,0.058452846588149476,0.18856832732162854,0.24034494593638006
2016-06-28,AAPL,Strong Sell,-1.0,88.0106009543,False,True,regular,1.0,98.09733378709801,1.6469494030071417,-1.2083572223784955,51.0,0.03504647932470795,0.16018236817994613,0.23129725037748905
2016-06-29,AAPL,Strong Sell,-1.0,88.7723125343,False,True,regular,1.0,98.0074913259115,1.6086623130071425,-1.224438552961999,52.0,0.04650423728800472,0.1494818957698412,0.20039010907175162
2016-06-30,AAPL,Strong Sell,-1.0,89.90077413430001,False,True,regular,1.0,97.9188015976395,1.628813413007142,-1.2303336138560041,53.0,0.03326359832711434,0.1376823948847119,0.1871102674674535
2016-07-01,AAPL,Strong Sell,-1.0,90.1734856877,False,True,regular,1.0,97.83087373150451,1.5693676680071422,-1.23946195970899,54.0,0.041088747523102515,0.14787189593158676,0.18572189176872855
2016-07-05,AAPL,Strong Sell,-1.0,89.32713948770001,False,True,regular,1.0,97.750238919899,1.5495524196785695,-1.2515319742054913,55.0,0.05137382882311927,0.15768920628136268,0.20605855783319363
2016-07-06,AAPL,Strong Sell,-1.0,89.83494720770001,False,True,regular,1.0,97.67431850801749,1.5435070896785703,-1.2716914482105182,56.0,0.04637286716124338,0.14946128201485864,0.18061313510750596
2016-07-07,AAPL,Strong Sell,-1.0,90.220504921,False,True,regular,1.0,97.59217985155699,1.4958161530071419,-1.3295358620875248,57.0,0.03637690223052707,0.1430819524320273,0.18468477009954773
2016-07-08,AAPL,Strong Sell,-1.0,90.9163895743,False,True,regular,1.0,97.52189807290449,1.408494719664285,-1.3910808134415191,58.0,0.0204799338031164,0.13724441482800787,0.17010553727566533
2016-07-11,AAPL,Strong Sell,-1.0,91.1985049743,False,True,regular,1.0,97.4487687175625,1.3702076296642847,-1.4487481390389831,59.0,0.003712105588741967,0.12491455617951529,0.17146202975154676
2016-07-12,AAPL,Strong Sell,-1.0,91.6122742277,False,True,regular,1.0,97.3745608774995,1.306127131671428,-1.47294893744548,60.0,-0.0076986245123335535,0.12334268327969763,0.16668709549710936
2016-07-13,AAPL,Strong Sell,-1.0,91.095062661,False,True,regular,1.0,97.29910922370051,1.2584361950142855,-1.4840079581954768,61.0,0.06276452978222508,0.12121017194960662,0.18202931114837625
2016-07-14,AAPL,Strong Sell,-1.0,92.900601221,False,True,regular,1.0,97.24319179408802,1.3309801550214289,-1.4723156209604724,62.0,0.05617977528137059,0.0947378553951759,0.16078646264264948
2016-07-15,AAPL,Strong Sell,-1.0,92.8911973744,False,True,regular,1.0,97.202871431624,1.1529787716785722,-1.4494070719434973,63.0,0.05497064182969892,0.08843653410332702,0.18115821753028305
2016-07-18,AAPL,Strong Sell,-1.0,93.8786012744,False,True,regular,1.0,97.161748838035,1.1281257483500013,-1.440189760985504,64.0,0.06230592006375615,0.07577997358850692,0.17125267673096523
2016-07-19,AAPL,Strong Sell,-1.0,93.916216661,False,True,regular,1.0,97.12414678948349,1.0636422283500022,-1.4049871256170121,65.0,0.046160008010631796,0.06709422163847303,0.1812531695004796
2016-07-20,AAPL,Strong Sell,-1.0,94.000851281,False,True,regular,1.0,97.0832651716935,1.0478572000214308,-1.3859906203960008,66.0,0.05832332933253074,0.0671392388078899,0.1765687856334851
2016-07-21,AAPL,Strong Sell,-1.0,93.5024474077,False,True,regular,1.0,97.0380401633675,1.0747253333571456,-1.374736084026992,67.0,0.07050186060538485,0.07919772912479052,0.18941280686671644
2016-07-22,AAPL,Strong Sell,-1.0,92.7783512144,False,True,regular,1.0,96.9867416072755,1.0737177783571457,-1.3580707323699954,68.0,0.0952632087767497,0.09781080649007608,0.19788044465647417
2016-07-25,AAPL,Strong Sell,-1.0,91.5370434543,False,True,regular,1.0,96.93168957918249,1.1066312416928596,-1.3424610640285124,69.0,0.11930819707927728,0.11238804858752216,0.21329827360818934
2016-07-26,AAPL,Strong Sell,-1.0,90.9069857277,False,True,regular,1.0,96.87941165019849,1.1240955283642873,-1.3064818852700029,70.0,0.1316419659325863,0.12696189163142774,0.21806733802042164
2016-07-27,AAPL,Hold,-0.13119684310076507,96.8126014344,False,True,regular,1.0,96.8445353185885,1.5748084650428587,-1.2527984685095106,0.0,0.054700998911679864,0.03048193893642681,0.14317869382006565
2016-07-28,AAPL,Strong Buy,1.0,98.1197361211,False,True,regular,1.0,96.81860144293249,1.6204842917142872,-1.1888898829790122,0.0,0.03997595323594131,-0.0062751778259990286,0.12351705871632271
2016-07-29,AAPL,Strong Buy,1.0,97.9974861144,False,True,regular,1.0,96.79117691593748,1.613767258378573,-1.1276246817020166,0.0,0.043685221677037714,0.017250598758487792,0.13504868118300933
2016-08-01,AAPL,Strong Buy,1.0,99.7277939011,False,True,regular,1.0,96.77971684399499,1.6957150650428576,-1.0511568875095207,0.0,0.0379013305132212,0.023396498254176865,0.12104340823152264
2016-08-02,AAPL,Strong Buy,1.0,98.2513899744,False,True,regular,1.0,96.753237846345,1.7790062783714293,-0.9970010735540029,0.0,0.05253539150789522,0.07553374208175234,0.11229261203505314
2016-08-03,AAPL,Strong Buy,1.0,99.4832938878,False,True,regular,1.0,96.7367136791595,1.7279568250357147,-0.9376048288579995,0.0,0.037981248425102365,0.09832899542643317,0.08797009082319127
2016-08-04,AAPL,Strong Buy,1.0,100.0945439211,False,True,regular,1.0,96.720052146873,1.726660431892857,-0.8721277046839901,0.0,0.030320204024230052,0.08548219514486766,0.07414753943481912
2016-08-05,AAPL,Strong Buy,1.0,101.6167146561,False,True,regular,1.0,96.701559475298,1.744096738857142,-0.8203385976064936,0.0,0.017491626349221842,0.05675474506844622,0.056382582806283145
2016-08-08,AAPL,Strong Buy,1.0,102.4581630748,False,True,regular,1.0,96.6873203300955,1.7814780095999987,-0.7614483874669986,0.0,0.0012918704437767821,0.0479837593429312,0.02879025560556354
2016-08-09,AAPL,Strong Buy,1.0,102.8741600459,False,True,regular,1.0,96.66710770516148,1.7955842554428554,-0.7074531723380204,0.0,0.0003676132702627606,0.04356217259417235,0.025549122323111084
2016-08-10,AAPL,Strong Buy,1.0,102.1083474401,False,True,regular,1.0,96.6264962452325,1.746962184542854,-0.6726129784680097,0.0,0.0002777777773421921,0.06129629629616374,0.022222222221656356
2016-08-11,AAPL,Strong Buy,1.0,102.0421661038,False,True,regular,1.0,96.60314190473149,1.7446659450928539,-0.6400498893565327,0.0,-0.003335495229038674,0.044287964420540706,0.013664987117007865
2016-08-12,AAPL,Strong Buy,1.0,102.2785280191,False,True,regular,1.0,96.584348126191,1.660270009128569,-0.6185233054330013,0.0,-0.011462377518583982,0.04344610833830334,0.02591061292850362
2016-08-15,AAPL,Strong Buy,1.0,103.5076099791,False,True,regular,1.0,96.5498535776515,1.6547526771571412,-0.6118952603834913,0.0,-0.024296675192363105,0.03297405918839367,0.019696597568156202
2016-08-16,AAPL,Strong Buy,1.0,103.4130652129,False,True,regular,1.0,96.5090544860975,1.2077671324857124,-0.6150923033859925,0.0,-0.0309014445053058,0.04178094715696549,0.01897466932500547
2016-08-17,AAPL,Strong Buy,1.0,103.2617935871,False,True,regular,1.0,96.4722663171755,1.1685127439999974,-0.6109988545180016,0.0,-0.02856619666703628,0.02710126350497173,-0.007970951027552487
2016-08-18,AAPL,Strong Buy,1.0,103.1294309145,False,True,regular,1.0,96.427040575979,1.1492430999714256,-0.6109995873884912,0.0,-0.021543821048930278,0.0363953061974306,-0.0008000162666310202
2016-08-19,AAPL,Strong Buy,1.0,103.3941562597,False,True,regular,1.0,96.37670494669499,1.1087501811428544,-0.6100366605805192,0.0,-0.014904901243443557,0.02889539136811433,-0.028359383102223492
2016-08-22,AAPL,Strong Buy,1.0,102.5905257474,False,True,regular,1.0,96.324989368766,1.0716808746357114,-0.6067002104164914,0.0,-0.007464749792642544,0.041378674776969805,-0.007779157327500245
2016-08-23,AAPL,Strong Buy,1.0,102.9119779523,False,True,regular,1.0,96.2774729714985,1.0350301217142837,-0.6019386786999945,0.0,-0.004501607716788159,0.03858520900395586,0.015717320847236153
2016-08-24,AAPL,Strong Buy,1.0,102.1367108699,False,True,regular,1.0,96.2254294723605,1.0616026598999986,-0.6191058462279955,0.0,-0.023234286771998947,0.05424419142845878,0.023054917899201312
2016-08-25,AAPL,Strong Buy,1.0,101.7018049456,False,True,regular,1.0,96.17348912620649,1.0325639102928557,-0.6451123167259993,0.0,-0.04127544854435362,0.06033280654539117,0.028457689532138567
2016-08-26,AAPL,Strong Buy,1.0,101.1061729189,False,True,regular,1.0,96.13623428094,1.0616026598928556,-0.6549426349974823,0.0,-0.01402655694759168,0.08518795586307817,0.050213771215258454
2016-08-29,AAPL,Strong Buy,0.7999999999999999,100.9927191995,False,True,regular,1.0,96.10148006609599,1.076459694571428,-0.6782367778990022,0.0,0.0105785433441947,0.08874742557624266,0.0520522746913623
2016-08-30,AAPL,Strong Buy,0.7999999999999999,100.2174521171,False,True,regular,1.0,96.06466236526099,1.0886154502142855,-0.6885754810840155,0.0,0.05443396226463414,0.10698113207540459,0.05478552617347148
2016-08-31,AAPL,Strong Buy,0.7999999999999999,100.3119968833,False,True,regular,1.0,96.04402874990201,1.0784789006428568,-0.6926849292574815,0.0,0.08925541941524807,0.10254476908546616,0.05909681511870013
2016-09-01,AAPL,Strong Buy,0.7999999999999999,100.90762891,False,True,regular,1.0,96.01784360573602,1.1135955280714285,-0.7022085411369829,0.0,0.07673568818474773,0.10212686217502359,0.050773262620902426
2016-09-02,AAPL,Strong Buy,0.7999999999999999,101.8530765715,False,True,regular,1.0,95.99864014082401,1.1007644526642852,-0.7029193344739895,0.0,0.05430242272276752,0.09115381045149394,0.03999312575247048
2016-09-06,AAPL,Strong Buy,1.0,101.8247131416,False,True,regular,1.0,95.96256086411051,1.0852320982285713,-0.7247594659849881,0.0,0.054503249767886314,0.09071494893243418,0.03150957278355643
2016-09-07,AAPL,Strong Buy,1.0,102.4487085982,False,True,regular,1.0,95.92267555022701,1.1291278825142865,-0.7444321549344721,0.0,0.04789590254714267,0.08084163898133824,0.015672161819990038
2016-09-08,AAPL,Strong Buy,1.0,99.7636372396,False,True,regular,1.0,95.8669477469895,1.3006591011000015,-0.7595484982430065,0.0,0.08623957543605795,0.109363153904429,0.046913981128809644
2016-09-09,AAPL,Strong Buy,1.0,97.5040173287,False,True,regular,1.0,95.8071267585615,1.3857493906285734,-0.7960151461699922,0.0,0.09289246581878,0.13061184912174323,0.06347583938655044
2016-09-12,AAPL,Strong Buy,1.0,99.6880014267,False,True,regular,1.0,95.75297307563551,1.4992031100000023,-0.8313750505554935,0.0,0.07056145675236716,0.11580045523520872,0.04818496567344634
2016-09-13,AAPL,Strong Buy,1.0,102.061075057,False,True,regular,1.0,95.7146358429315,1.6707343285785734,-0.835217734720004,0.0,0.047614636405563786,0.095414543770594,0.033869641561872964
2016-09-14,AAPL,Strong Buy,1.0,105.6726851239,False,True,regular,1.0,95.6953792935685,1.9347843540357164,-0.8136751925290042,0.0,0.019504339267838337,0.03417732844173914,0.008337521078100615
2016-09-15,AAPL,Strong Buy,1.0,109.2653862375,False,True,regular,1.0,95.691808567168,2.1110428109214316,-0.7804577500074998,0.0,-0.029332871852330623,-0.009431513368378299,-0.008900388197833797
2016-09-16,AAPL,Strong Buy,1.0,108.6508452575,False,True,regular,1.0,95.6896275344415,2.14143220004286,-0.7374130415375078,0.0,-0.016272189348457505,-0.010442046641341565,-0.008980084051694483
2016-09-19,AAPL,Strong Buy,1.0,107.3839453911,False,True,regular,1.0,95.6860392341415,2.2616391170071455,-0.6906657125534821,0.0,-0.009332628983317862,-0.0003521746780885932,0.019438435782906202
2016-09-20,AAPL,Strong Buy,1.0,107.3744909145,False,True,regular,1.0,95.68742385985401,2.28122338999286,-0.6375655089119903,0.0,-0.00501893105532034,-0.018314695782501125,0.019528198786708688
2016-09-21,AAPL,Strong Buy,0.7999999999999999,107.3555819613,False,True,regular,1.0,95.67091082982401,2.322964904250003,-0.6065621416744875,0.0,-0.004403346542990326,-0.017261118449975008,0.025284783220480545
2016-09-22,AAPL,Strong Buy,1.0,108.3672109591,False,True,regular,1.0,95.6629421936685,2.3371466191714307,-0.5624872786920037,0.0,-0.006368871052337881,-0.03681730937050536,0.017029014224574687
2016-09-23,AAPL,Strong Buy,1.0,106.5614059256,False,True,regular,1.0,95.64617694893799,2.4701846115357164,-0.5273121772684988,0.0,0.011977641736363093,-0.02932426528589273,0.040239045360322925
2016-09-26,AAPL,Strong Buy,1.0,106.7221320281,False,True,regular,1.0,95.6423474808425,2.5410931861500026,-0.4938868000974992,0.0,0.0280829199149701,-0.016805367588868716,0.04143295227306485
2016-09-27,AAPL,Strong Buy,1.0,106.920676037,False,True,regular,1.0,95.6369541502755,2.4836910067000013,-0.46452591582048797,0.0,0.028384472544391394,-0.01285362541501725,0.04047681081255364
2016-09-28,AAPL,Strong Buy,1.0,107.7337610259,False,True,regular,1.0,95.6495247568775,2.3776658046642862,-0.415137608383489,0.0,0.029749890302534686,-0.021891625004468222,0.025831736365640866
2016-09-29,AAPL,Strong Buy,1.0,106.0603186651,False,True,regular,1.0,95.656981983969,2.3479517353071424,-0.38704676593300746,0.0,0.04278837582441955,-0.03414679328972946,0.04407844555004469
2016-09-30,AAPL,Strong Buy,1.0,106.8828581306,False,True,regular,1.0,95.677802088765,2.23854993447857,-0.3400415169710129,0.0,0.04051304732335089,-0.03588912670835274,0.04262326848738829
2016-10-03,AAPL,Strong Buy,1.0,106.38177087,False,True,regular,1.0,95.6921656751875,2.064317436871427,-0.30647446563651215,0.0,0.04470316388144564,-0.0556468373273658,0.04306759316686687
2016-10-04,AAPL,Strong Buy,1.0,106.8355857475,False,True,regular,1.0,95.719768399158,1.8421372364214272,-0.24279246495251527,0.0,0.039557522123651497,-0.04720456957215692,0.038369999008461594
2016-10-05,AAPL,Strong Buy,1.0,106.8828581306,False,True,regular,1.0,95.76132006399502,1.6402166287285698,-0.16135548623199725,0.0,0.03600176912838705,-0.022018307172553427,0.029819435069799397
2016-10-06,AAPL,Strong Buy,1.0,107.6770341662,False,True,regular,1.0,95.800799777608,1.5861910480714272,-0.0661479693814897,0.0,0.027833874791480678,-0.02958448695552901,0.025136533334697092
2016-10-07,AAPL,Strong Buy,1.0,107.8377602687,False,True,regular,1.0,95.841547954918,1.4592309335285703,0.034421196356504424,0.0,0.02226898123733591,-0.03006142676760429,0.02246295899009959
2016-10-10,AAPL,Strong Buy,1.0,109.719201115,False,True,regular,1.0,95.88528863851,1.5321654674142846,0.13231556287449564,0.0,0.01378716070685264,-0.032228688550089785,0.010040388688624838
2016-10-11,AAPL,Strong Buy,1.0,109.9555630304,False,True,regular,1.0,95.93290716415049,1.6059103850071412,0.2182713212189924,0.0,0.016766981943335462,-0.03370400702941609,0.019105192586929
2016-10-12,AAPL,Strong Buy,1.0,110.9388285983,False,True,regular,1.0,95.99106649916601,1.625494657992856,0.2956872055975168,0.0,-0.014913925345209139,-0.04715130582585006,0.019324517843636577
2016-10-13,AAPL,Strong Buy,1.0,110.5984674402,False,True,regular,1.0,96.0385992312435,1.5228460547499978,0.34679066407549897,0.0,-0.021371174559701712,-0.039406974832237464,0.023492577401263336
2016-10-14,AAPL,Strong Buy,1.0,111.2130084201,False,True,regular,1.0,96.0958052994445,1.4789502704571404,0.40617776500300806,0.0,-0.033239819773923866,-0.04659499855831111,0.023305986579457996
2016-10-17,AAPL,Strong Buy,1.0,111.1373726072,False,True,regular,1.0,96.162208752187,1.4938073051428558,0.476169518045495,0.0,-0.0341131433428757,-0.04688677637285102,0.01972682502715532
2016-10-18,AAPL,Strong Buy,1.0,111.0617367943,False,True,regular,1.0,96.22781567599901,1.4404570442428561,0.5403918161450036,0.0,-0.05090661445508899,-0.05428125488407999,0.018624316129964853
2016-10-19,AAPL,Strong Buy,1.0,110.7308301128,False,True,regular,1.0,96.3040396624815,1.5626899204714277,0.6331288326574906,0.0,-0.04721653005467382,-0.06029512077529557,0.029907621763752792
2016-10-20,AAPL,Strong Buy,1.0,110.6741032531,False,True,regular,1.0,96.3893231616795,1.5275732930500001,0.726380968011,0.0,-0.05689390056407461,-0.05629281318369739,0.030349639181792235
2016-10-21,AAPL,Strong Buy,1.0,110.2391973288,False,True,regular,1.0,96.492187541609,1.5282486128071429,0.8460105926710071,0.0,-0.06170787255925359,-0.05938024600338648,0.032604107174145684
2016-10-24,AAPL,Strong Buy,1.0,111.2319173734,False,True,regular,1.0,96.59764487251901,1.4843528285285703,0.9552973916765097,0.0,-0.05666799739449027,-0.06059819141004846,0.025268003918020494
2016-10-25,AAPL,Strong Buy,1.0,111.7991859703,False,True,regular,1.0,96.69864066541251,1.4897553865857134,1.061686515137012,0.0,-0.05592910357917184,-0.056184120029001555,0.020745842266831398
2016-10-26,AAPL,Strong Buy,1.0,109.2842951907,False,True,regular,1.0,96.78041488986601,1.736247098335713,1.1308901329885117,0.0,-0.035769103462476845,-0.024985857505282007,0.04327904633549294
2016-10-27,AAPL,Strong Buy,1.0,108.2348482865,False,True,regular,1.0,96.868888092647,1.7841948011642839,1.2119061086779936,0.0,-0.05355160090174903,0.0005361821799425173,0.07016542241457768
2016-10-28,AAPL,Strong Buy,1.0,107.5163080637,False,True,regular,1.0,96.9438676474785,1.7213900636642836,1.2660655587134926,0.0,-0.0415693437766857,0.0014773895603436213,0.07784777478353432
2016-10-31,AAPL,Strong Buy,1.0,107.3461274847,False,True,regular,1.0,97.029105812531,1.6126635825928557,1.336940137343504,0.0,-0.06413054549994081,0.019797582668297935,0.07964506646798754
2016-11-01,AAPL,Strong Buy,1.0,105.4079597786,False,True,regular,1.0,97.1068378550215,1.7180134648714278,1.3870694558634966,0.0,-0.034300083967985305,0.038548906056380644,0.09661171493775068
2016-11-02,AAPL,Strong Buy,1.0,105.5025045448,False,True,regular,1.0,97.18443833820251,1.6774942793714291,1.4231182742074964,0.0,-0.009222776465812006,0.04329319056080291,0.09310679221675545
2016-11-03,AAPL,Strong Buy,1.0,104.3774218276,True,True,regular,1.0,97.25869109040299,1.7267867189071435,1.4578913127949846,0.0,0.0010925976509399494,0.05590457980498841,0.1722662296276938
2016-11-04,AAPL,Strong Buy,1.0,103.436570989,True,True,regular,1.0,97.30444012934998,1.800471280142857,1.4628921744319854,0.0,0.011209114295980475,0.07166482910660593,0.18090775450193514
2016-11-07,AAPL,Strong Buy,1.0,104.9286273695,False,True,regular,1.0,97.36685314725798,1.8625106798571431,1.4815645087479794,0.0,0.01195543881825943,0.05923376505739579,0.16909700208236458
2016-11-08,AAPL,Strong Buy,1.0,105.5463577181,False,True,regular,1.0,97.429798234393,1.732206616514286,1.496891070242512,0.0,0.006663065009579161,0.05402485143096649,0.1731496488378205
2016-11-09,AAPL,Strong Buy,1.0,105.3752939292,False,True,regular,1.0,97.52242754282301,1.8832736726642847,1.5313610436570002,0.0,0.0031565656568748324,0.04879148629141132,0.18623737373758223
2016-11-10,AAPL,Strong Buy,1.0,102.4386988874,False,True,regular,1.0,97.597259493706,2.187660449507142,1.55866026246251,0.0,0.03710919380261265,0.0809908154741361,0.22497448742913195
2016-11-11,AAPL,Strong Buy,1.0,103.0469256922,False,True,regular,1.0,97.660025500108,2.2681612947357133,1.5642202006634989,0.0,0.028958775245886526,0.08143502720562175,0.22650557963580997
2016-11-14,AAPL,Strong Buy,1.0,100.4619617718,False,True,regular,1.0,97.71409666888951,2.4925414032571425,1.551887916702512,0.0,0.05439409705847401,0.10453126478113213,0.25521434731127296
2016-11-15,AAPL,Strong Buy,1.0,101.7924579073,False,True,regular,1.0,97.7838845654515,2.292661880807142,1.5560688894524901,0.0,0.03183642983796729,0.0898142096905231,0.24977821774432865
2016-11-16,AAPL,Strong Buy,1.0,104.5294785288,False,True,regular,1.0,97.8586651845655,2.42021891825,1.5546255220839953,0.0,-0.004545867805789185,0.053004818620361424,0.23285018331545504
2016-11-17,AAPL,Strong Buy,1.0,104.4914643535,False,True,regular,1.0,97.9296765172805,2.404543973757143,1.540353355600999,0.0,-0.00045475215984384264,0.05638926784934694,0.2377744507584535
2016-11-18,AAPL,Strong Buy,1.0,104.5960033356,False,True,regular,1.0,98.0132677980295,2.3947225998499997,1.521080256420504,0.0,-0.008631655461090858,0.054152280574492756,0.23503171561654573
2016-11-21,AAPL,Strong Buy,1.0,106.1830951543,False,True,regular,1.0,98.10016791748751,2.3103262608571424,1.5025230449684983,0.0,-0.015931262865730225,0.04367672066594669,0.21994276204195046
2016-11-22,AAPL,Strong Buy,1.0,106.2496199611,False,True,regular,1.0,98.187494128058,2.303930552949999,1.4888534626454941,0.0,-0.006887298747684099,0.05465116279122634,0.2279823184164661
2016-11-23,AAPL,Strong Buy,1.0,105.7079179631,False,True,regular,1.0,98.27547664346352,2.274062272349999,1.4950617535975113,0.0,0.008001438460790159,0.06976535107402583,0.23797705689162602
2016-11-25,AAPL,Strong Buy,1.0,106.2401164173,False,True,regular,1.0,98.368783962877,2.191245676164285,1.4998958702300058,0.0,0.01932194292819627,0.06547991770241691,0.22656491131894543
