date,ticker,label,score,close,vix_high_stress,sector_above_sma200,fwd_10,fwd_30,fwd_60
1991-06-21,SP500,Strong Buy,1.0,377.75,False,True,0.0005029781601588292,0.01935142289874256,0.020516214427531435
1991-06-24,SP500,Strong Buy,1.0,370.94,False,True,0.013937564026527243,0.05305440232921768,0.043133660430258264
1991-06-25,SP500,Strong Buy,1.0,370.65,False,True,0.013732631862943564,0.05371644408471611,0.045622554970996966
1991-06-26,SP500,Strong Buy,1.0,371.59,False,True,0.014478322882747256,0.04771387819909045,0.04394628488387751
1991-06-27,SP500,Strong Buy,1.0,374.4,False,True,0.015625000000000062,0.03397435897435905,0.030769230769230875
1991-06-28,SP500,Strong Buy,1.0,371.16,False,True,0.030256493156590042,0.045425153572583137,0.04458993426015722
1991-07-01,SP500,Strong Buy,1.0,377.92,False,True,0.00957874682472482,0.030958933107535953,0.02370872142252323
1991-07-02,SP500,Strong Buy,1.0,377.47,False,True,0.009828595649985374,0.03292976925318555,0.023895938750099297
1991-07-03,SP500,Strong Buy,1.0,373.33,False,True,0.032250287948999604,0.04285752551362066,0.03366994348163821
1991-07-05,SP500,Strong Buy,1.0,374.08,False,True,0.027106501283148107,0.030742087254063303,0.03683704020530376
1991-07-08,SP500,Strong Buy,1.0,377.94,False,True,0.013070857808117684,-0.0038895062708365624,0.029793088850082
1991-07-09,SP500,Strong Buy,1.0,376.11,False,True,0.008800616840817852,0.008827204807104286,0.032304379038047316
1991-07-10,SP500,Strong Buy,1.0,375.74,False,True,0.007718102943524717,0.03952200990046299,0.02323415127481774
1991-07-11,SP500,Strong Buy,1.0,376.97,False,True,0.01058439663633698,0.03809321696686727,0.011353688622436726
1991-07-12,SP500,Strong Buy,1.0,380.25,False,True,0.0017882971729125754,0.036607495069033574,-0.0019723865877712033
1991-07-15,SP500,Strong Buy,1.0,382.39,False,True,0.0019874996731085825,0.02996940296555882,-0.004498025575982559
1991-07-16,SP500,Strong Buy,0.9999999999999999,381.54,False,True,0.013497929443832827,0.030193426639408664,-0.0124233370026734
1991-07-17,SP500,Strong Buy,0.9999999999999999,381.18,False,True,0.017393357468912313,0.040558266435804555,-0.0016527624744215213
1991-07-18,SP500,Strong Buy,1.0,385.37,False,True,0.004541090380673119,0.028803487557412414,-0.010172042452707829
1991-07-19,SP500,Strong Buy,0.9999999999999999,384.22,False,True,0.0077039196293789474,0.029175992920722447,0.005856019988548227
1991-07-22,SP500,Strong Buy,0.9999999999999999,382.88,False,True,0.005693689928959483,0.024211241119933093,0.021233806936899278
1991-07-23,SP500,Strong Buy,0.9999999999999999,379.42,False,True,0.029518739128142926,0.027805598018027546,0.035264350851299336
1991-07-24,SP500,Strong Buy,0.9999999999999999,378.64,False,True,0.031481090217621,0.02773082611451511,0.03507289245721538
1991-07-25,SP500,Strong Buy,0.9999999999999999,380.96,False,True,0.021944561108777863,0.021367072658546944,0.030291894162116813
1991-07-26,SP500,Strong Buy,0.9999999999999999,380.93,False,True,0.016249704670149363,0.020056178300475118,0.02386265193080087
1991-07-29,SP500,Strong Buy,0.9999999999999999,383.15,False,True,0.012710426725825407,0.003680020879551155,0.012214537387446189
1991-07-30,SP500,Strong Buy,0.9999999999999999,386.69,False,True,0.007577128966355496,-0.0041376813468153376,0.0032325635521994363
1991-07-31,SP500,Strong Buy,0.9999999999999999,387.81,False,True,0.005389236997498711,-0.0012119336788634313,-0.007065315489543872
1991-08-01,SP500,Strong Buy,0.9999999999999999,387.12,False,True,0.00570882413721838,-0.009118619549493773,-0.007542880760487745
1991-08-02,SP500,Strong Buy,0.9999999999999999,387.18,False,True,-0.004132444857688989,-0.003615889250477902,0.006043700604369996
